% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.972	1	1	98	3	1	0	85	0
0.973	1	1	98	4	1	0	85	0
0.974	1	1	98	5	1	0	85	0
0.975	1	1	98	6	1	0	85	0
0.976	1	1	98	7	1	0	85	0
0.977	1	1	98	8	1	0	85	0
0.978	1	1	98	9	1	0	85	0
0.979	1	1	98	10	1	0	85	0
0.98	1	1	99	1	1	0	85	0
0.981	1	1	99	2	1	0	85	0
0.982	1	1	99	3	1	0	85	0
0.983	1	1	99	4	1	0	85	0
0.984	1	1	99	5	1	0	85	0
0.985	1	1	99	6	1	0	85	0
0.986	1	1	99	7	1	0	85	0
0.987	1	1	99	8	1	0	85	0
0.988	1	1	99	9	1	0	85	0
0.989	1	1	99	10	1	0	85	0
0.99	1	1	100	1	1	0	85	0
0.991	1	1	100	2	1	0	85	0
0.992	1	1	100	3	1	0	85	0
0.993	1	1	100	4	1	0	85	0
0.994	1	1	100	5	1	0	85	0
0.995	1	1	100	6	1	0	85	0
0.996	1	1	100	7	1	0	85	0
0.997	1	1	100	8	1	0	85	0
0.998	1	1	100	9	1	0	85	0
0.999	1	1	100	10	1	0	85	0
1	1	1	101	1	1	0	85	0
1.001	1	1	101	2	1	0	85	0
1.002	1	1	101	3	1	0	85	0
1.003	1	1	101	4	1	0	85	0
1.004	1	1	101	5	1	0	85	0
1.005	1	1	101	6	1	0	85	0
1.006	1	1	101	7	1	0	85	0
1.007	1	1	101	8	1	0	85	0
1.008	1	1	101	9	1	0	85	0
1.009	1	1	101	10	1	0	85	0
1.01	1	1	102	1	1	0	85	0
1.011	1	1	102	2	1	0	85	0
1.012	1	1	102	3	1	0	85	0
1.013	1	1	102	4	1	0	85	0
1.014	1	1	102	5	1	0	85	0
1.015	1	1	102	6	1	0	85	0
1.016	1	1	102	7	1	0	85	0
1.017	1	1	102	8	1	0	85	0
1.018	1	1	102	9	1	0	85	0
1.019	1	1	102	10	1	0	85	0
1.02	1	1	103	1	1	0	85	0
1.021	1	1	103	2	1	0	85	0
1.022	1	1	103	3	1	0	85	0
1.023	1	1	103	4	1	0	85	0
1.024	1	1	103	5	1	0	85	0
1.025	1	1	103	6	1	0	85	0
1.026	1	1	103	7	1	0	85	0
1.027	1	1	103	8	1	0	85	0
1.028	1	1	103	9	1	0	85	0
1.029	1	1	103	10	1	0	85	0
1.03	1	1	104	1	1	0	85	0
1.031	1	1	104	2	1	0	85	0
1.032	1	1	104	3	1	0	85	0
1.033	1	1	104	4	1	0	85	0
1.034	1	1	104	5	1	0	85	0
1.035	1	1	104	6	1	0	85	0
1.036	1	1	104	7	1	0	85	0
1.037	1	1	104	8	1	0	85	0
1.038	1	1	104	9	1	0	85	0
1.039	1	1	104	10	1	0	85	0
1.04	1	1	105	1	1	0	85	0
16.666	1	1	1667	7	2	0	85	0
16.667	1	1	1667	8	2	0	85	0
16.668	1	1	1667	9	2	0	85	0
16.669	1	1	1667	10	2	0	85	0
16.67	1	1	1668	1	2	0	85	0
16.671	1	1	1668	2	2	0	85	0
16.672	1	1	1668	3	2	0	85	0
16.673	1	1	1668	4	2	0	85	0
16.674	1	1	1668	5	2	0	85	0
16.675	1	1	1668	6	2	0	85	0
16.676	1	1	1668	7	2	0	85	0
16.677	1	1	1668	8	2	0	85	0
16.678	1	1	1668	9	2	0	85	0
16.679	1	1	1668	10	2	0	85	0
16.68	1	1	1669	1	2	0	85	0
16.681	1	1	1669	2	2	0	85	0
16.683	1	1	1669	4	2	0	85	0
16.684	1	1	1669	5	2	0	85	0
16.685	1	1	1669	6	2	0	85	0
16.687	1	1	1669	8	2	0	85	0
16.688	1	1	1669	9	2	0	85	0
16.691	1	1	1670	2	2	0	85	0
16.692	1	1	1670	3	2	0	85	0
16.694	1	1	1670	5	2	0	85	0
16.695	1	1	1670	6	2	0	85	0
